BOROUGH,Job Type,Block,Lot,Community Board,Zip Code,Bldg Type,Residential,Special District 1,Special District 2,Work Type,Permit Status,Filing Status,Permit Type,Filing Date,Issuance Date,Expiration Date,Job Start Date,Owner's Business Type,Non-Profit,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,CENSUS_TRACT,NTA_NAME
QUEENS,NB,3916,45,407,11356,1,YES,,,,ISSUED,INITIAL,FO,12/8/10,12/8/10,8/22/11,12/8/10,CORPORATION,N,40.794239,-73.84795,19,939,College Point
BROOKLYN,NB,920,68,312,11232,2,YES,,,,ISSUED,INITIAL,NB,9/29/09,9/29/09,8/1/10,9/29/09,INDIVIDUAL,N,40.645796,-73.997845,38,90,Sunset Park East
STATEN ISLAND,NB,6227,70,503,10312,1,YES,SRD,,PL,ISSUED,INITIAL,PL,6/10/11,6/10/11,6/9/12,6/10/11,INDIVIDUAL,N,40.544012,-74.178103,51,17005,Annadale-Huguenot-Prince's Bay-Eltingville
QUEENS,NB,2008,47,404,11368,2,YES,,,EQ,ISSUED,INITIAL,EQ,12/22/10,12/22/10,9/29/11,12/22/10,CORPORATION,N,40.743226,-73.852556,21,427,Corona
QUEENS,NB,3168,7,406,11375,2,YES,,,PL,ISSUED,INITIAL,PL,11/16/09,11/16/09,11/16/10,11/16/09,CORPORATION,N,40.723952,-73.855138,29,71306,Forest Hills
BROOKLYN,NB,1802,87,303,11216,2,YES,,,EQ,ISSUED,INITIAL,EQ,7/1/10,7/1/10,1/10/11,7/1/10,INDIVIDUAL,N,40.686689,-73.953079,36,243,Bedford
QUEENS,NB,9347,18,409,11418,1,YES,,,PL,ISSUED,INITIAL,PL,5/3/11,5/3/11,5/2/12,5/3/11,INDIVIDUAL,N,40.697191,-73.827182,29,144,Richmond Hill
QUEENS,NB,1968,20,404,11368,2,YES,,,,ISSUED,INITIAL,FO,7/8/10,7/8/10,2/24/11,7/8/10,INDIVIDUAL,N,40.741039,-73.851258,21,43701,Corona
QUEENS,NB,6757,10,408,11365,1,,,,,ISSUED,INITIAL,NB,6/8/09,6/8/09,11/10/09,6/8/09,INDIVIDUAL,N,40.736887,-73.807482,24,122701,Pomonok-Flushing Heights-Hillcrest
STATEN ISLAND,NB,4209,23,502,10306,2,,,,PL,ISSUED,INITIAL,PL,4/7/09,4/7/09,4/7/10,4/7/09,INDIVIDUAL,N,40.573512,-74.116923,50,134,New Dorp-Midland Beach
QUEENS,NB,3916,125,407,11356,2,YES,,,,ISSUED,INITIAL,NB,6/30/10,6/30/10,6/30/11,6/30/10,CORPORATION,N,40.79344,-73.843939,19,939,College Point
QUEENS,NB,7684,48,411,11364,1,,,,EQ,ISSUED,INITIAL,EQ,5/20/11,5/20/11,10/17/11,5/20/11,INDIVIDUAL,N,40.744284,-73.750325,23,1377,Oakland Gardens
BROOKLYN,NB,8678,9,313,11235,2,,OP,,,ISSUED,INITIAL,NB,12/22/11,12/22/11,9/9/12,12/22/11,INDIVIDUAL,N,40.578196,-73.960718,48,362,Brighton Beach
BRONX,NB,2784,29,204,10456,2,,,,PL,ISSUED,INITIAL,PL,5/28/09,6/8/09,6/8/10,6/8/09,CORPORATION,Y,40.837152,-73.909577,16,225,East Concourse-Concourse Village
STATEN ISLAND,NB,5706,6,503,10312,1,YES,SRD,,EQ,ISSUED,INITIAL,EQ,5/26/09,5/26/09,8/30/10,5/26/09,INDIVIDUAL,N,40.547915,-74.183162,51,17008,Arden Heights
STATEN ISLAND,NB,5238,19,503,10312,1,YES,SRD,,,ISSUED,INITIAL,NB,6/1/11,6/2/11,10/21/11,6/2/11,CORPORATION,N,40.543081,-74.161571,51,15601,Great Kills
QUEENS,NB,2398,58,405,11378,1,,,,PL,ISSUED,INITIAL,PL,11/9/11,11/9/11,11/8/12,11/9/11,INDIVIDUAL,N,40.728572,-73.89557,30,511,Maspeth
STATEN ISLAND,NB,4660,5,503,10306,1,YES,,,PL,ISSUED,INITIAL,PL,3/29/10,3/29/10,3/29/11,3/29/10,INDIVIDUAL,N,40.563282,-74.124848,50,13204,Oakwood-Oakwood Beach
BROOKLYN,NB,2463,18,301,11211,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/11/11,4/14/11,11/4/11,4/14/11,CORPORATION,N,40.707892,-73.954063,34,527,North Side-South Side
QUEENS,NB,5217,19,407,11355,1,YES,,,,ISSUED,INITIAL,FO,11/3/11,11/3/11,11/2/12,11/3/11,INDIVIDUAL,N,40.74915,-73.815228,20,1205,East Flushing
QUEENS,NB,13304,33,413,11434,1,,,,PL,ISSUED,INITIAL,PL,10/19/11,10/19/11,10/18/12,10/19/11,INDIVIDUAL,N,40.663771,-73.771208,31,306,Springfield Gardens South-Brookville
BROOKLYN,NB,3611,46,316,11212,1,YES,,,,ISSUED,INITIAL,FO,1/19/11,1/19/11,1/4/12,1/19/11,CORPORATION,N,40.658346,-73.910771,42,896,Brownsville
BRONX,NB,4689,57,212,10469,1,YES,,,PL,ISSUED,INITIAL,PL,11/23/10,11/23/10,11/23/11,11/23/10,CORPORATION,N,40.881402,-73.856006,12,388,Williamsbridge-Olinville
QUEENS,NB,8697,138,413,11004,1,,,,,ISSUED,INITIAL,FO,8/3/10,8/3/10,6/2/11,8/3/10,INDIVIDUAL,N,40.74644,-73.710737,23,157902,Glen Oaks-Floral Park-New Hyde Park
STATEN ISLAND,NB,649,4,501,10304,1,YES,,,PL,ISSUED,INITIAL,PL,9/15/11,9/15/11,9/14/12,9/15/11,INDIVIDUAL,N,40.614266,-74.0868,49,29,Stapleton-Rosebank
QUEENS,NB,1968,20,404,11368,2,YES,,,PL,ISSUED,INITIAL,PL,9/28/10,9/28/10,9/28/11,9/28/10,INDIVIDUAL,N,40.741039,-73.851258,21,43701,Corona
QUEENS,NB,16350,400,414,11697,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/28/11,4/28/11,3/13/12,4/28/11,CORPORATION,N,40.556968,-73.915505,32,91601,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
QUEENS,NB,5608,38,411,11365,1,YES,,,PL,ISSUED,INITIAL,PL,11/18/09,11/18/09,11/18/10,11/18/09,INDIVIDUAL,N,40.749494,-73.788595,20,1417,Auburndale
STATEN ISLAND,NB,7775,18,503,10307,1,YES,SRD,,PL,ISSUED,INITIAL,PL,6/15/11,6/15/11,6/14/12,6/15/11,INDIVIDUAL,N,40.503856,-74.229985,51,24402,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,1152,31,308,11238,1,YES,,,EQ,ISSUED,INITIAL,EQ,8/31/11,8/31/11,2/25/12,8/31/11,PARTNERSHIP,N,40.678218,-73.967023,35,205,Prospect Heights
BROOKLYN,NB,1543,7,316,11233,2,,,,EQ,ISSUED,INITIAL,EQ,3/7/11,3/7/11,4/27/11,3/7/11,PARTNERSHIP,Y,40.678982,-73.908248,37,369,Ocean Hill
QUEENS,NB,5119,59,407,11355,1,YES,,,,ISSUED,INITIAL,FO,4/15/11,4/15/11,11/23/11,4/15/11,INDIVIDUAL,N,40.748122,-73.828873,20,799,Queensboro Hill
QUEENS,NB,7754,16,411,11364,1,,,,,ISSUED,INITIAL,FO,11/3/11,11/3/11,10/29/12,11/3/11,INDIVIDUAL,N,40.738542,-73.749946,23,129104,Oakland Gardens
QUEENS,NB,597,111,401,11102,2,YES,,,PL,ISSUED,INITIAL,PL,11/12/09,11/12/09,11/12/10,11/12/09,INDIVIDUAL,N,40.76999,-73.919387,22,69,Old Astoria
QUEENS,NB,8537,11,413,11004,1,,,,,ISSUED,INITIAL,NB,6/3/11,6/8/11,8/29/11,6/8/11,INDIVIDUAL,N,40.749842,-73.710398,23,155102,Glen Oaks-Floral Park-New Hyde Park
QUEENS,NB,3916,55,407,11356,1,YES,,,,ISSUED,INITIAL,NB,12/8/10,12/8/10,8/22/11,12/8/10,CORPORATION,N,40.795139,-73.848009,19,939,College Point
BRONX,NB,4706,34,212,10469,1,YES,,,PL,ISSUED,INITIAL,PL,9/24/09,9/24/09,9/24/10,9/24/09,INDIVIDUAL,N,40.875165,-73.854997,12,368,Williamsbridge-Olinville
QUEENS,NB,1774,39,403,11368,2,YES,,,PL,ISSUED,INITIAL,PL,6/23/11,6/23/11,6/22/12,6/23/11,INDIVIDUAL,N,40.752825,-73.859858,21,403,North Corona
QUEENS,NB,15905,260,,11692,1,YES,,,PL,ISSUED,INITIAL,PL,12/14/10,12/14/10,12/14/11,12/14/10,CORPORATION,N,40.588675,-73.794876,31,964,Hammels-Arverne-Edgemere
STATEN ISLAND,NB,7092,110,503,10309,1,YES,,,PL,ISSUED,INITIAL,PL,1/29/10,1/29/10,1/29/11,1/29/10,CORPORATION,N,40.541105,-74.220985,51,226,Charleston-Richmond Valley-Tottenville
QUEENS,NB,4557,14,407,11357,1,YES,,,,ISSUED,INITIAL,FO,12/13/11,12/13/11,8/1/12,12/13/11,INDIVIDUAL,N,40.79134,-73.804114,19,991,Whitestone
QUEENS,NB,6356,22,407,11355,2,YES,,,EQ,ISSUED,INITIAL,EQ,8/9/11,8/15/11,6/8/12,8/15/11,INDIVIDUAL,N,40.74413,-73.835458,20,80301,Queensboro Hill
STATEN ISLAND,NB,60,70,501,10301,1,YES,LC,,,ISSUED,INITIAL,NB,4/10/09,4/10/09,12/18/09,4/10/09,INDIVIDUAL,N,40.644772,-74.090872,49,81,West New Brighton-New Brighton-St. George
QUEENS,NB,8725,42,413,11040,1,YES,,,,ISSUED,INITIAL,NB,6/28/11,6/28/11,6/2/12,6/28/11,INDIVIDUAL,N,40.745648,-73.702509,23,157901,Glen Oaks-Floral Park-New Hyde Park
QUEENS,NB,12520,59,412,11434,1,YES,,,,ISSUED,INITIAL,NB,3/21/11,3/21/11,1/12/12,3/21/11,CORPORATION,N,40.679494,-73.770213,27,33401,St. Albans
BRONX,NB,2509,56,204,10452,1,YES,,,PL,ISSUED,INITIAL,PL,1/9/09,1/9/09,1/9/10,1/9/09,INDIVIDUAL,N,40.836075,-73.924496,16,199,Highbridge
BROOKLYN,NB,8665,517,313,11235,2,YES,OP,,EQ,ISSUED,INITIAL,EQ,7/8/09,7/8/09,4/24/10,7/8/09,PARTNERSHIP,N,40.579569,-73.962701,48,364,Brighton Beach
QUEENS,NB,5608,38,411,11365,1,YES,,,,ISSUED,INITIAL,NB,6/11/09,6/11/09,1/28/10,6/11/09,INDIVIDUAL,N,40.749494,-73.788595,20,1417,Auburndale
BROOKLYN,NB,3435,15,304,11207,1,YES,,,PL,ISSUED,INITIAL,PL,8/24/10,8/24/10,8/24/11,8/24/10,CORPORATION,N,40.68903,-73.907279,37,411,Bushwick South
QUEENS,NB,4517,39,407,11357,2,,,,PL,ISSUED,INITIAL,PL,11/6/09,11/6/09,11/6/10,11/6/09,INDIVIDUAL,N,40.790084,-73.812929,19,981,Whitestone
STATEN ISLAND,NB,35,2,501,10301,1,,,,PL,ISSUED,INITIAL,PL,11/22/11,11/22/11,11/21/12,11/22/11,CORPORATION,N,40.636678,-74.085828,49,11,West New Brighton-New Brighton-St. George
MANHATTAN,NB,1243,139,107,10025,2,,,,PL,ISSUED,INITIAL,PL,6/16/09,6/16/09,6/16/10,6/16/09,PARTNERSHIP,N,40.794215,-73.970775,6,183,Upper West Side
BROOKLYN,NB,3456,42,304,11207,1,YES,,,,ISSUED,INITIAL,NB,4/14/10,4/14/10,4/14/11,4/14/10,CORPORATION,N,40.682637,-73.907717,37,403,Bushwick South
QUEENS,NB,6364,56,407,11355,1,YES,,,PL,ISSUED,INITIAL,PL,8/10/09,8/10/09,8/10/10,8/10/09,INDIVIDUAL,N,40.744588,-73.832931,20,80301,Queensboro Hill
MANHATTAN,NB,1767,39,111,10035,2,,,,EQ,ISSUED,INITIAL,EQ,12/30/09,12/30/09,11/1/10,12/30/09,OTHER GOV'T AGENCY,Y,40.799799,-73.938663,8,182,East Harlem North
QUEENS,NB,4954,3,407,11354,1,YES,,,EQ,ISSUED,INITIAL,EQ,4/25/11,4/25/11,3/22/12,4/25/11,INDIVIDUAL,N,40.768413,-73.827878,20,88901,Flushing
BROOKLYN,NB,1966,55,302,11238,1,YES,,,PL,ISSUED,INITIAL,PL,7/8/11,7/8/11,7/7/12,7/8/11,CORPORATION,N,40.686568,-73.960622,35,231,Clinton Hill
STATEN ISLAND,NB,5433,75,503,10308,1,YES,SRD,,EQ,ISSUED,INITIAL,EQ,6/3/10,6/3/10,3/13/11,6/3/10,INDIVIDUAL,N,40.550363,-74.154029,51,14604,Great Kills
STATEN ISLAND,NB,1272,77,501,10303,1,YES,,,PL,ISSUED,INITIAL,PL,12/18/09,12/18/09,12/18/10,12/18/09,CORPORATION,N,40.640501,-74.170426,49,31902,Mariner's Harbor-Arlington-Port Ivory-Graniteville
MANHATTAN,NB,1753,66,111,10035,1,YES,,,,ISSUED,INITIAL,NB,10/28/10,10/28/10,12/30/10,10/28/10,CORPORATION,N,40.808739,-73.939901,9,206,Central Harlem North-Polo Grounds
QUEENS,NB,11677,48,410,11420,1,YES,,,,ISSUED,INITIAL,NB,12/3/10,12/6/10,1/12/11,12/6/10,INDIVIDUAL,N,40.680034,-73.806907,28,176,South Ozone Park
QUEENS,NB,11859,23,410,11420,1,,,,,ISSUED,INITIAL,FO,3/10/10,3/10/10,12/9/10,3/10/10,INDIVIDUAL,N,40.669108,-73.814534,28,838,South Ozone Park
BROOKLYN,NB,1743,74,303,11206,1,YES,,,PL,ISSUED,INITIAL,PL,3/16/11,3/16/11,3/15/12,3/16/11,CORPORATION,N,40.69623,-73.94847,36,257,Bedford
BROOKLYN,NB,5653,55,312,11219,2,,,,,ISSUED,INITIAL,FO,12/24/09,12/24/09,12/24/10,12/24/09,OTHER GOV'T AGENCY,N,40.636493,-73.999056,44,220,Borough Park
BRONX,NB,4330,133,211,10461,1,YES,,,,ISSUED,INITIAL,FO,4/16/10,4/16/10,11/4/10,4/16/10,INDIVIDUAL,N,40.85506,-73.857271,13,248,Pelham Parkway
BROOKLYN,NB,2394,39,301,11211,2,YES,,,PL,ISSUED,INITIAL,PL,2/13/09,2/13/09,2/13/10,2/13/09,CORPORATION,N,40.713175,-73.959672,34,523,North Side-South Side
BROOKLYN,NB,3254,8,304,11221,2,YES,,,PL,ISSUED,INITIAL,PL,10/23/09,10/23/09,10/23/10,10/23/09,INDIVIDUAL,N,40.695612,-73.926303,34,421,Bushwick South
BROOKLYN,NB,4586,945,305,11239,1,YES,,,,ISSUED,INITIAL,NB,6/23/11,6/23/11,8/1/11,6/23/11,HPD,Y,40.655994,-73.870408,42,1070,East New York
QUEENS,NB,2477,24,404,11373,2,,,,PL,ISSUED,INITIAL,PL,11/5/10,11/5/10,11/5/11,11/5/10,CORPORATION,N,40.736161,-73.879024,25,475,Elmhurst
STATEN ISLAND,NB,5258,58,503,10308,1,YES,SRD,,PL,ISSUED,INITIAL,PL,7/23/10,7/23/10,7/23/11,7/23/10,INDIVIDUAL,N,40.544113,-74.155849,51,15601,Great Kills
QUEENS,NB,3559,59,405,11385,1,YES,,,,ISSUED,INITIAL,NB,8/19/11,8/19/11,7/24/12,8/19/11,INDIVIDUAL,N,40.694438,-73.899122,30,565,Glendale
BROOKLYN,NB,3234,36,304,11237,2,YES,,,PL,ISSUED,INITIAL,PL,6/7/10,6/7/10,6/7/11,6/7/10,CORPORATION,N,40.699727,-73.924023,37,423,Bushwick South
BRONX,NB,2642,114,201,10455,2,YES,,,,ISSUED,INITIAL,NB,4/1/10,4/5/10,4/30/10,4/5/10,INDIVIDUAL,N,40.815031,-73.908176,8,73,Melrose South-Mott Haven North
QUEENS,NB,15579,7,414,11691,1,YES,,,PL,ISSUED,INITIAL,PL,8/25/11,8/25/11,8/24/12,8/25/11,INDIVIDUAL,N,40.602303,-73.743221,31,101002,Far Rockaway-Bayswater
BRONX,NB,2998,2,203,10460,2,,,,EQ,ISSUED,INITIAL,EQ,8/24/11,8/24/11,3/8/12,8/24/11,CORPORATION,N,40.836735,-73.885831,17,161,Crotona Park East
BROOKLYN,NB,3008,16,301,11237,2,,,,PL,ISSUED,INITIAL,PL,8/5/09,8/6/09,8/6/10,8/6/09,INDIVIDUAL,N,40.705789,-73.930819,34,453,Bushwick North
STATEN ISLAND,NB,3395,54,502,10305,1,YES,,,,ISSUED,INITIAL,NB,10/4/11,10/4/11,4/1/12,10/4/11,INDIVIDUAL,N,40.591262,-74.080095,50,70,Old Town-Dongan Hills-South Beach
BRONX,NB,2389,45,203,10456,2,YES,,,PL,ISSUED,INITIAL,PL,3/18/09,3/18/09,3/18/10,3/18/09,PARTNERSHIP,N,40.830121,-73.907567,16,145,Claremont-Bathgate
QUEENS,NB,13016,33,413,11413,1,YES,,,,ISSUED,INITIAL,NB,12/18/09,12/18/09,4/27/10,12/18/09,INDIVIDUAL,N,40.678139,-73.752109,31,358,Laurelton
QUEENS,NB,13612,123,413,11422,1,YES,,,PL,ISSUED,INITIAL,PL,12/23/09,12/23/09,12/23/10,12/23/09,CORPORATION,N,40.664549,-73.732284,31,656,Rosedale
QUEENS,NB,6235,63,411,11361,1,YES,,,,ISSUED,INITIAL,FO,12/17/09,12/18/09,2/20/10,12/18/09,CORPORATION,N,40.76433,-73.774364,19,1129,Bayside-Bayside Hills
QUEENS,NB,791,32,401,11105,2,,,IBZ,EQ,ISSUED,INITIAL,EQ,2/11/09,2/11/09,11/4/09,2/11/09,CORPORATION,N,40.779075,-73.895549,22,12301,Steinway
QUEENS,NB,3916,55,407,11356,1,YES,,,PL,ISSUED,INITIAL,PL,1/7/11,1/7/11,1/7/12,1/7/11,CORPORATION,N,40.795139,-73.848009,19,939,College Point
STATEN ISLAND,NB,6979,352,503,10309,1,YES,SRD,,,ISSUED,INITIAL,NB,8/26/11,8/26/11,7/4/12,8/26/11,CORPORATION,N,40.537842,-74.21334,51,20803,Rossville-Woodrow
STATEN ISLAND,NB,3580,24,502,10306,1,,,,,ISSUED,INITIAL,NB,9/15/11,9/15/11,5/7/12,9/15/11,CORPORATION,N,40.580913,-74.107918,50,11402,New Dorp-Midland Beach
MANHATTAN,NB,1464,8,108,10021,2,,,,,ISSUED,INITIAL,FO,7/29/09,7/29/09,1/1/10,7/29/09,INDIVIDUAL,N,40.765651,-73.956875,5,124,Lenox Hill-Roosevelt Island
BRONX,NB,5134,2,210,10475,1,YES,,,EQ,ISSUED,INITIAL,EQ,9/22/10,9/22/10,8/2/11,9/22/10,CORPORATION,N,40.860215,-73.825526,12,302,Co-op City
STATEN ISLAND,NB,2983,169,501,10305,1,YES,,,,ISSUED,INITIAL,NB,6/8/11,6/8/11,6/7/12,6/8/11,INDIVIDUAL,N,40.608523,-74.072135,49,2001,Stapleton-Rosebank
STATEN ISLAND,NB,3893,118,502,10306,1,YES,,,,ISSUED,INITIAL,NB,10/21/11,10/21/11,4/1/12,10/21/11,PARTNERSHIP,N,40.569537,-74.093887,50,11202,New Dorp-Midland Beach
BROOKLYN,NB,1130,52,308,11238,1,YES,,,EQ,ISSUED,INITIAL,EQ,8/22/11,8/23/11,7/1/12,8/23/11,CORPORATION,N,40.679798,-73.966045,35,203,Prospect Heights
QUEENS,NB,5393,30,407,11358,1,YES,,,,ISSUED,INITIAL,FO,5/4/10,5/4/10,8/16/10,5/4/10,CORPORATION,N,40.759579,-73.803157,20,1185,East Flushing
QUEENS,NB,7613,1,411,11364,1,YES,,,PL,ISSUED,INITIAL,PL,3/18/10,3/18/10,3/18/11,3/18/10,INDIVIDUAL,N,40.745033,-73.764155,23,1367,Oakland Gardens
MANHATTAN,NB,1082,7501,104,10019,2,YES,,,,ISSUED,INITIAL,NB,5/18/09,5/19/09,5/27/09,5/19/09,CORPORATION,N,40.768154,-73.99296,3,135,Clinton
BROOKLYN,NB,5621,48,312,11219,1,YES,,,,ISSUED,INITIAL,NB,8/25/09,8/25/09,6/29/10,8/25/09,INDIVIDUAL,N,40.637877,-73.992751,44,222,Borough Park
STATEN ISLAND,NB,7596,235,503,10309,1,YES,SR,,PL,ISSUED,INITIAL,PL,7/15/09,7/15/09,7/15/10,7/15/09,INDIVIDUAL,N,40.531483,-74.240534,51,226,Charleston-Richmond Valley-Tottenville
QUEENS,NB,5388,19,407,11355,1,YES,,,,ISSUED,INITIAL,NB,4/13/10,4/13/10,4/5/11,4/13/10,INDIVIDUAL,N,40.760426,-73.808681,20,1185,East Flushing
QUEENS,NB,13024,85,412,11413,1,YES,,,PL,ISSUED,INITIAL,PL,3/23/10,3/23/10,3/23/11,3/23/10,CORPORATION,N,40.67359,-73.759235,27,330,Springfield Gardens North
STATEN ISLAND,NB,7885,91,503,10307,1,,SRD,,PL,ISSUED,INITIAL,PL,7/13/11,7/13/11,7/12/12,7/13/11,INDIVIDUAL,N,40.501158,-74.24324,51,24402,Charleston-Richmond Valley-Tottenville
QUEENS,NB,5217,19,407,11355,1,,,,,ISSUED,INITIAL,FO,11/3/11,11/3/11,11/2/12,11/3/11,INDIVIDUAL,N,40.74915,-73.815228,20,1205,East Flushing
QUEENS,NB,5401,1,407,11355,1,,,,,ISSUED,INITIAL,FO,1/21/11,1/21/11,3/13/11,1/21/11,INDIVIDUAL,N,40.757173,-73.817285,20,861,East Flushing
BRONX,NB,4680,27,212,10467,1,YES,,,PL,ISSUED,INITIAL,PL,4/9/09,4/9/09,4/9/10,4/9/09,INDIVIDUAL,N,40.883727,-73.858041,12,396,Williamsbridge-Olinville
STATEN ISLAND,NB,6830,42,503,10312,1,YES,SRD,,PL,ISSUED,INITIAL,PL,3/18/10,3/18/10,3/18/11,3/18/10,CORPORATION,N,40.534995,-74.196804,51,20804,Rossville-Woodrow
BRONX,NB,2508,49,204,10452,1,YES,,,,ISSUED,INITIAL,NB,1/12/11,1/12/11,11/4/11,1/12/11,CORPORATION,N,40.832361,-73.927756,8,189,Highbridge
BRONX,NB,4892,142,212,10466,1,YES,,,,ISSUED,INITIAL,FO,5/9/11,5/9/11,11/4/11,5/9/11,CORPORATION,N,40.881171,-73.840757,12,460,Eastchester-Edenwald-Baychester
BRONX,NB,5830,3920,208,10471,1,YES,NA-2,,PL,ISSUED,INITIAL,PL,12/7/11,12/7/11,12/6/12,12/7/11,CORPORATION,N,40.898137,-73.903591,11,335,North Riverdale-Fieldston-Riverdale
QUEENS,NB,7667,54,411,11364,1,YES,,,,ISSUED,INITIAL,NB,8/18/10,8/18/10,11/20/10,8/18/10,INDIVIDUAL,N,40.749679,-73.745819,23,1377,Oakland Gardens
STATEN ISLAND,NB,4667,35,503,10306,1,YES,,,EQ,ISSUED,INITIAL,EQ,6/4/09,6/4/09,11/3/09,6/4/09,INDIVIDUAL,N,40.560569,-74.121151,50,13204,Oakwood-Oakwood Beach
STATEN ISLAND,NB,6796,39,503,10309,1,YES,SRD,,PL,ISSUED,INITIAL,PL,4/5/11,4/5/11,4/4/12,4/5/11,INDIVIDUAL,N,40.521626,-74.212965,51,198,Annadale-Huguenot-Prince's Bay-Eltingville
STATEN ISLAND,NB,2810,80,502,10314,2,,,,,ISSUED,INITIAL,NB,11/10/09,11/10/09,2/26/10,11/10/09,PARTNERSHIP,N,40.601079,-74.195458,50,29102,New Springville-Bloomfield-Travis
QUEENS,NB,7067,26,411,11365,1,YES,,,,ISSUED,INITIAL,FO,1/6/10,1/6/10,10/9/10,1/6/10,CORPORATION,Y,40.740966,-73.791538,20,1417,Auburndale
STATEN ISLAND,NB,6665,132,503,10309,1,YES,SRD,,,ISSUED,INITIAL,NB,1/10/11,1/10/11,10/18/11,1/10/11,INDIVIDUAL,N,40.513615,-74.19372,51,198,Annadale-Huguenot-Prince's Bay-Eltingville
STATEN ISLAND,NB,3764,31,502,10305,1,YES,,,PL,ISSUED,INITIAL,PL,12/10/09,12/10/09,12/10/10,12/10/09,CORPORATION,N,40.577834,-74.090576,50,11201,Old Town-Dongan Hills-South Beach
BROOKLYN,NB,3846,48,316,11212,1,YES,,,,ISSUED,INITIAL,FO,3/15/11,3/15/11,12/4/11,3/15/11,INDIVIDUAL,N,40.659192,-73.902224,42,920,Brownsville
STATEN ISLAND,NB,6146,185,503,10309,1,YES,,,PL,ISSUED,INITIAL,PL,5/13/09,5/13/09,5/13/10,5/13/09,CORPORATION,N,40.546373,-74.207423,51,20801,Rossville-Woodrow
STATEN ISLAND,NB,5735,379,503,10312,1,YES,SRD,,,ISSUED,INITIAL,NB,10/25/10,10/25/10,10/12/11,10/25/10,CORPORATION,N,40.555657,-74.183924,51,17007,Arden Heights
QUEENS,NB,13478,1,413,11413,1,YES,,,EQ,ISSUED,INITIAL,EQ,12/9/10,12/9/10,3/2/11,12/9/10,INDIVIDUAL,N,40.66314,-73.7576,31,680,Springfield Gardens South-Brookville
BRONX,NB,3794,127,209,10472,2,,,,,ISSUED,INITIAL,NB,8/17/09,8/17/09,3/1/10,8/17/09,PARTNERSHIP,N,40.832586,-73.859223,18,72,Soundview-Bruckner
BROOKLYN,NB,2217,26,301,11249,2,YES,,,PL,ISSUED,INITIAL,PL,1/4/10,1/4/10,1/4/11,1/4/10,INDIVIDUAL,N,40.701425,-73.959495,33,537,Williamsburg
QUEENS,NB,15905,172,,11692,1,YES,,,,ISSUED,INITIAL,NB,9/9/10,9/9/10,4/1/11,9/9/10,CORPORATION,N,40.590143,-73.793622,31,964,Hammels-Arverne-Edgemere
QUEENS,NB,15575,145,414,11691,1,YES,,,,ISSUED,INITIAL,FO,6/22/11,6/22/11,1/1/12,6/22/11,INDIVIDUAL,N,40.60364,-73.739766,31,101002,Far Rockaway-Bayswater
QUEENS,NB,6,8,402,11101,2,,,,PL,ISSUED,INITIAL,PL,7/8/11,7/8/11,7/7/12,7/8/11,OTHER GOV'T AGENCY,N,40.742956,-73.959196,26,1,Hunters Point-Sunnyside-West Maspeth
BROOKLYN,NB,4829,1,309,11203,2,YES,,,EQ,ISSUED,INITIAL,EQ,12/15/11,12/15/11,6/11/12,12/15/11,HHC,Y,40.657242,-73.939659,40,808,Prospect Lefferts Gardens-Wingate
QUEENS,NB,2242,19,406,11375,1,YES,,,,ISSUED,INITIAL,NB,8/1/11,8/1/11,2/25/12,8/1/11,INDIVIDUAL,N,40.726387,-73.840698,29,75702,Forest Hills
STATEN ISLAND,NB,7884,81,503,10307,1,YES,SRD,,EQ,ISSUED,INITIAL,EQ,11/30/11,11/30/11,4/1/12,11/30/11,INDIVIDUAL,N,40.501158,-74.242295,51,24402,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,3646,51,502,10306,1,YES,,,PL,ISSUED,INITIAL,PL,7/27/11,7/27/11,7/26/12,7/27/11,CORPORATION,N,40.573123,-74.108406,50,122,New Dorp-Midland Beach
STATEN ISLAND,NB,7584,112,503,10309,2,,,,PL,ISSUED,INITIAL,PL,10/6/09,10/6/09,10/6/10,10/6/09,INDIVIDUAL,N,40.525076,-74.236853,51,226,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,31,14,302,11201,2,YES,MX-2,,,ISSUED,INITIAL,FO,10/26/10,10/29/10,9/1/11,10/29/10,CORPORATION,N,40.703081,-73.985866,33,21,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
QUEENS,NB,5385,27,407,11355,1,YES,,,PL,ISSUED,INITIAL,PL,6/23/09,6/23/09,6/23/10,6/23/09,INDIVIDUAL,N,40.761356,-73.810267,20,1187,East Flushing
QUEENS,NB,10139,40,412,11433,1,YES,,,,ISSUED,INITIAL,FO,8/10/11,8/10/11,2/25/12,8/10/11,INDIVIDUAL,N,40.695784,-73.793118,28,254,South Jamaica
BROOKLYN,NB,1781,40,303,11221,2,YES,,,EQ,ISSUED,INITIAL,EQ,2/4/11,2/4/11,1/17/12,2/4/11,PARTNERSHIP,N,40.692303,-73.943223,36,261,Bedford
