GEOID,asian,black,college_pop,hispanic,housing_pop,hs_pop,lesshs_pop,medianhomevalue,medianincome,medianrent,pop,poverty,renter_occupied,white,year
36085013400,57,15,701,796,3910,621,200,469800,71844,1273,3918,251,1242,3515,2011
36085013800,69,0,1139,629,5937,868,131,499400,98182,1752,5947,286,770,5687,2011
36085014100,161,452,477,1276,2753,541,144,351400,44573,1166,2770,676,986,1737,2011
36085014604,329,0,1385,435,7594,1742,303,457500,90072,1234,7594,352,1234,7143,2011
36085014605,264,2,709,316,3670,528,84,504400,86316,1244,3683,263,251,3417,2011
36085014606,51,43,1294,678,7502,1326,174,425400,92871,1723,7502,61,720,7398,2011
36085014607,196,3,881,433,4670,998,140,463400,83475,1157,4678,332,707,4352,2011
36085014608,425,0,684,241,3461,833,59,446200,92262,1544,3461,131,225,3022,2011
36085014700,43,1,804,226,3074,398,75,483100,99219,1206,3088,184,505,2827,2011
36085015100,484,213,1130,283,5437,944,146,478700,89229,1143,5455,375,1292,4632,2011
36085015400,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36085015601,140,2,1093,525,6118,1085,165,488000,77500,1093,6138,388,1229,5753,2011
36085015602,88,9,621,282,3122,458,52,501700,85203,2001,3122,159,232,2950,2011
36085015603,145,0,941,508,4684,938,107,449000,94031,1194,4698,277,482,4495,2011
36085016901,402,144,467,512,3124,546,170,464700,54119,1293,3156,445,639,2432,2011
36085017005,232,0,904,66,4504,844,88,559700,99813,990,4518,134,309,4217,2011
36085017007,630,206,814,441,4269,745,216,349500,73600,1000,4296,307,387,3377,2011
36085017008,280,0,1248,771,7289,1432,269,463800,90876,1260,7289,375,812,6976,2011
36085017009,73,0,746,285,4072,799,167,626800,77111,1203,4072,88,791,3940,2011
36085017010,508,313,1797,1235,8886,1554,148,376000,92854,1199,8892,703,812,7944,2011
36085017011,37,70,865,1012,5123,1019,206,496800,84718,1571,5133,405,795,4971,2011
36085017012,250,33,885,271,4495,872,186,488100,75781,1035,4495,314,617,4094,2011
36085017300,326,486,226,586,2227,503,159,550500,35417,473,2232,451,1181,1234,2011
36085017600,163,1,947,215,4811,886,141,751700,99583,1254,4821,292,586,4603,2011
36085017700,704,125,1761,487,7470,948,174,723600,92388,1164,7482,349,499,6441,2011
36085018100,160,28,611,175,2619,309,40,811500,96551,804,2994,301,404,2795,2011
36085018701,134,58,398,129,1742,261,70,431100,84773,1301,1752,128,343,1376,2011
36085018702,1751,161,1425,1083,6543,1333,327,468100,85500,1266,7412,694,1644,5254,2011
36085018901,653,36,887,339,5078,933,267,470500,77861,1231,5102,629,743,4347,2011
36085018902,1253,85,1097,805,5273,907,158,456500,80313,1660,5282,411,1363,3646,2011
36085019700,104,18,404,117,1735,233,20,417800,84583,1353,1735,100,263,1533,2011
36085019800,402,23,1534,785,6393,864,361,660800,104569,1754,6537,283,765,6059,2011
36085020100,227,89,530,851,3579,793,108,495800,87096,1196,3579,238,764,3020,2011
36085020700,123,1976,268,2380,5487,805,743,345900,38092,1213,5548,1778,3457,2415,2011
36085020801,433,113,1351,811,8339,1589,326,444900,68399,1066,8351,568,1027,7805,2011
36085020803,86,15,1087,581,6290,1376,148,614100,87516,1151,6312,321,1259,6126,2011
36085020804,286,0,1030,223,5050,1073,80,619800,97083,1119,5051,272,464,4750,2011
36085021300,478,1234,645,2431,5385,843,514,382800,59508,1439,5472,1009,2131,2814,2011
36085022300,102,1036,360,1133,2786,564,178,339300,62500,1554,2790,529,861,1013,2011
36085022600,236,732,1258,1204,7044,1670,630,517900,77550,1158,8212,486,1581,6988,2011
36085022800,0,0,86,136,177,0,0,NA,250001,NA,177,0,0,177,2011
36085023100,668,1241,394,1940,4358,947,656,339100,57793,1430,4540,675,1278,2099,2011
36085023900,327,644,283,1153,3009,790,274,370400,58636,1344,3025,372,310,1447,2011
36085024401,0,54,1330,315,6015,824,103,687800,103769,1176,6028,174,758,5942,2011
36085024402,251,18,772,496,3933,716,49,520300,79508,1580,3940,22,315,3637,2011
36085024700,107,627,412,686,2433,480,177,390000,62727,1209,2440,600,1105,1480,2011
36085024800,36,123,761,564,4981,863,143,533300,81856,1267,4997,133,1532,4730,2011
36085025100,141,47,922,434,5685,1111,121,469300,81217,1234,5694,711,981,5506,2011
36085027301,518,164,875,715,3801,510,231,388800,82656,1121,3908,227,630,2981,2011
36085027302,705,137,1102,250,4393,514,130,521900,93109,1133,4428,195,869,3434,2011
36085027702,652,423,1141,535,5991,1129,211,275300,65032,1247,6007,764,1714,4867,2011
36085027704,674,42,622,577,4532,1084,306,463100,92406,1038,4535,274,916,3811,2011
36085027705,1207,0,1137,605,5436,989,185,505100,84891,1165,5436,309,899,4038,2011
36085027706,474,32,375,475,3261,592,309,436300,63958,1031,3261,443,641,2307,2011
36085027900,43,9,452,89,1651,262,72,706300,85391,1151,2069,154,96,1959,2011
36085029102,180,86,406,515,2320,560,1,395600,78063,1481,2325,138,505,1891,2011
36085029103,873,116,1429,298,7905,1259,179,515600,72588,1200,7910,441,1451,6907,2011
36085029104,680,304,1200,744,6182,1175,221,436400,71491,1281,6197,207,688,5120,2011
36085030301,469,585,757,1128,5213,1057,372,355500,65987,1331,5215,218,1964,3569,2011
36085030302,866,1429,945,2743,6872,1125,540,351100,72467,1663,6872,1003,1963,3530,2011
36085031901,145,1875,257,851,3442,340,336,338700,31219,527,3442,839,2750,611,2011
36085031902,65,2748,364,1418,4644,960,261,364700,38571,540,4682,1131,2025,1486,2011
36085032300,162,357,177,661,1308,154,67,221100,30875,975,1308,269,443,563,2011
36085990100,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2011
36005000100,125,4239,79,2329,0,1589,3037,NA,NA,NA,7080,0,0,1773,2018
36005000200,104,1279,493,3367,4536,654,375,388400,59914,1615,4542,1028,2344,2165,2018
36005000400,226,1699,1057,3873,5620,594,182,377300,82073,1481,5634,549,1217,2623,2018
36005001600,13,2434,582,3603,5667,783,518,406800,35802,1065,5917,1264,4814,2406,2018
36005001900,93,1041,370,1413,2259,434,373,373300,42075,1270,2765,843,1962,585,2018
36005002000,29,4487,550,5905,9409,1863,1683,420500,24447,658,9409,4207,7536,3185,2018
36005002300,0,2122,153,2674,4595,772,708,NA,18032,469,4600,2187,4595,479,2018
36005002400,0,89,89,0,172,0,0,NA,NA,NA,172,0,172,69,2018
36005002500,50,1344,235,4562,5887,855,1355,488600,24530,830,5887,2339,5630,903,2018
36005002701,0,987,162,1985,2868,364,413,NA,20599,440,2868,1642,2868,243,2018
36005002702,0,2069,126,2725,4333,746,804,NA,14375,856,4702,2361,4091,480,2018
36005002800,29,3674,652,2086,5260,649,320,269800,52479,1025,5269,352,4048,675,2018
36005003100,35,510,131,1228,1703,221,218,278800,44583,1245,1703,345,1312,367,2018
36005003300,0,1215,150,2092,3534,489,633,460600,18511,600,3534,1776,3025,457,2018
36005003500,0,1425,293,2618,3870,542,718,514200,30490,1051,3900,1369,3638,547,2018
36005003700,0,75,34,171,269,54,78,NA,NA,1076,269,121,269,92,2018
36005003800,7,495,51,959,1434,286,140,386000,41438,1029,1434,312,861,794,2018
36005003900,0,1384,182,5109,6692,1108,1608,NA,25903,1175,6742,2116,6378,966,2018
36005004001,175,163,139,952,1485,255,254,436400,53846,1161,1485,311,604,450,2018
36005004100,41,1385,187,4245,5471,681,926,401200,18942,653,5517,3166,5110,715,2018
36005004200,88,3615,341,3617,7207,1063,535,NA,33016,948,7207,2371,6491,2296,2018
36005004300,42,1924,289,4514,6059,804,1151,412700,24014,791,6088,2522,5430,898,2018
36005004400,102,1965,209,2643,4412,405,673,391000,20884,561,4607,1889,4214,567,2018
36005004600,0,655,178,1066,1817,150,246,NA,32750,777,1817,592,1487,817,2018
36005004800,0,1129,248,3496,4664,737,1061,363500,33644,1117,4680,1269,4240,484,2018
36005005001,49,1278,292,3541,4632,584,893,477700,24619,1268,4979,2282,3989,518,2018
36005005002,74,1212,339,4302,5401,640,1216,496200,26534,1214,5519,2416,5191,681,2018
36005005100,30,1896,212,3927,5551,825,945,NA,16844,450,5588,3061,5551,547,2018
36005005200,9,505,136,1619,2091,414,228,320000,20833,815,2091,709,2018,311,2018
36005005300,7,2636,239,2018,4483,547,721,NA,16210,1112,4483,2564,4483,414,2018
36005005400,81,1610,143,4476,5994,1050,1474,428300,34167,1260,6003,2154,5010,778,2018
36005005600,12,714,144,1619,2384,388,266,413700,22750,1126,2384,1018,1847,289,2018
36005005902,39,675,423,1617,2532,276,289,235000,29800,1336,2532,951,2145,513,2018
36005006000,43,310,185,1107,1451,122,167,367400,33828,1169,1451,559,1233,367,2018
36005006100,17,2766,884,889,3697,492,138,21900,46554,1135,3697,402,1955,255,2018
36005006200,192,2750,334,4528,7179,805,1402,NA,26184,765,7184,2923,6881,883,2018
36005006300,63,1328,676,2914,4443,709,581,237000,35827,1233,4497,1143,4015,991,2018
36005006400,101,1420,370,1904,3612,477,602,516700,34604,1198,3612,1153,2622,460,2018
36005006500,103,1845,367,3281,5213,983,808,NA,23737,1019,5312,2225,5116,968,2018
36005006700,0,2269,386,5004,7246,745,1651,335800,22662,815,7256,3268,6966,471,2018
36005006800,349,925,312,1991,3294,448,398,472700,52228,1403,3294,823,2409,262,2018
36005006900,37,3320,799,4623,7980,969,862,475000,30089,1084,8090,2863,7026,1075,2018
36005007000,571,1165,335,2550,4521,697,803,469500,39662,1364,4584,783,3266,1013,2018
36005007100,65,1071,401,1699,2659,346,201,230500,41875,1057,2722,598,1641,340,2018
36005007200,1893,742,689,2623,5891,788,675,374500,39154,1195,5891,1609,4602,901,2018
36005007300,0,1142,133,2987,4261,704,926,NA,20595,1008,4314,2317,4136,746,2018
36005007400,0,1087,297,2218,3314,346,345,406400,38490,1306,3314,968,1982,1456,2018
36005007500,40,2765,370,3892,6090,703,735,334600,30577,1035,6112,1743,5303,730,2018
36005007600,335,1318,333,3681,5458,765,950,492300,35369,1352,5458,1931,4492,1118,2018
36005007700,14,743,163,1504,1966,295,316,384500,39934,1230,2022,673,1531,314,2018
36005007800,638,1925,610,4478,7002,1111,954,465000,44144,1466,7025,2151,5474,1555,2018
36005007900,0,2361,311,5120,6930,1279,1226,NA,25589,853,7054,3353,6818,633,2018
36005008300,362,1634,675,4884,6509,899,1280,416300,29939,1071,6519,2343,5502,857,2018
36005008400,232,943,399,1577,2780,248,201,457900,83605,1620,2780,193,656,868,2018
36005008500,8,1854,529,4268,5191,786,986,306900,30158,1035,5972,2137,4265,523,2018
36005008600,19,1556,233,2464,3982,640,493,452900,23559,598,3982,1748,3686,1614,2018
36005008700,26,1872,338,4454,6024,1066,1038,NA,26378,1102,6150,2558,5877,649,2018
36005008900,4,842,215,2494,3196,464,467,NA,24816,980,3200,830,3069,306,2018
36005009000,54,1107,191,2452,3620,718,550,417100,26771,467,3620,1251,2785,1524,2018
36005009200,1088,1227,786,3142,6091,1135,578,477800,46421,1387,6091,1411,4159,1212,2018
36005009300,1,2275,383,3925,5395,904,1321,386700,33708,1187,6104,2301,4845,626,2018
36005009600,530,673,326,1376,2481,320,222,400600,47917,1536,2683,479,1562,595,2018
36005009800,238,1428,769,3221,4801,518,525,417200,64500,1347,4824,435,2106,2079,2018
36005011000,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2018
36005011502,9,1899,272,2736,4105,642,665,466000,23345,1030,4437,1811,3774,328,2018
36005011700,0,608,131,1027,1586,232,204,NA,23149,1193,1586,708,1575,164,2018
36005011800,291,293,668,1415,3998,716,79,423900,84063,1754,5400,396,1230,3949,2018
36005011900,32,1622,219,3787,5537,779,1255,472000,28364,1020,5557,1934,5210,702,2018
36005012101,30,961,280,1915,2783,463,458,416900,35588,1138,2906,848,2043,432,2018
36005012102,0,288,85,1318,1509,209,229,NA,22396,688,1509,708,1489,241,2018
36005012300,35,1414,412,2818,3984,629,647,428700,29089,798,4095,1078,3380,308,2018
36005012500,119,1455,482,2595,4187,650,484,424300,32500,1186,4195,1428,3437,383,2018
36005012701,65,376,155,1418,1750,347,131,339000,21322,805,1832,851,1410,414,2018
36005012901,39,1589,267,2645,3927,738,452,456500,25204,939,4147,1310,3654,526,2018
36005013000,0,152,319,700,1498,262,87,471200,96938,1468,1498,54,506,997,2018
36005013100,8,2214,463,3237,5009,821,592,425700,31250,1069,5076,1564,4249,734,2018
36005013200,139,1921,1758,3702,7183,939,310,483400,116013,1411,7191,303,2062,3946,2018
36005013300,229,2433,232,3514,5957,912,1102,275000,22182,750,5995,1939,5640,798,2018
36005013500,0,1506,175,2180,3541,567,565,261000,22321,747,3541,1167,3317,561,2018
36005013800,159,195,346,856,2592,460,241,285300,77586,1407,2597,261,873,1807,2018
36005014100,14,2677,635,3339,5753,692,806,252500,31311,1054,5865,1904,5411,479,2018
36005014300,0,945,202,700,1399,210,251,312500,15455,696,1399,606,1246,61,2018
36005014400,222,2214,479,3512,5500,743,453,458800,22970,495,5513,1952,4254,1413,2018
36005014500,6,3803,272,4908,7743,1253,1207,NA,29242,1034,8004,2812,7519,507,2018
36005014701,3,3349,366,4237,6785,619,1436,NA,14927,477,7120,4063,6759,775,2018
36005014702,0,2238,203,3229,5348,815,775,NA,21893,503,5348,2554,5348,493,2018
36005014900,0,1752,310,3016,4516,669,995,22600,28008,1081,4769,1839,3979,637,2018
36005015100,0,2436,577,2677,4985,584,801,425200,33700,1095,5029,1271,4000,431,2018
36005015200,121,191,354,1579,2586,243,178,470800,70917,1451,2586,338,1089,1217,2018
36005015300,111,2784,567,2470,4876,787,540,398800,17438,1102,4885,2125,3923,190,2018
36005015500,59,704,133,2140,2884,429,553,457100,19850,882,2884,1407,2683,221,2018
36005015700,109,1011,358,3509,4393,755,911,467200,33864,1049,4427,1534,3814,607,2018
36005015800,30,70,113,612,1077,142,70,429700,43661,1453,1082,87,637,483,2018
36005015900,19,179,95,1820,1971,261,410,360500,17778,494,1971,866,1811,354,2018
36005016000,130,87,785,1632,3870,562,236,439300,74531,1715,3870,450,1988,2451,2018
36005016100,0,1624,317,2891,4351,521,712,NA,16121,447,4361,2235,4203,317,2018
36005016200,10,81,262,978,1764,301,158,412000,81908,1360,1966,217,655,1176,2018
36005016300,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2018
36005016400,0,38,166,298,980,103,41,483800,78646,1371,993,81,383,829,2018
36005016500,6,459,102,567,965,137,114,NA,25980,1174,965,283,927,176,2018
36005016600,120,249,333,1527,2350,406,148,464300,64792,1794,2364,243,704,1162,2018
36005016700,0,1929,331,2061,3219,457,431,441800,31902,1092,3625,1468,3033,410,2018
36005016900,4,794,121,756,1268,171,261,459600,28601,937,1513,594,1017,223,2018
36005017100,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2018
36005017300,154,2291,462,4192,5623,735,1206,448100,20464,887,5689,2190,5188,561,2018
36005017500,18,2951,383,4406,7200,1143,1229,NA,25844,781,7223,3055,7200,669,2018
36005017701,0,2054,290,3123,4389,552,734,466400,31225,1374,4812,1840,3949,599,2018
36005017702,128,2114,689,3599,5771,883,826,374100,33426,1137,5786,1836,4826,664,2018
36005017901,76,1505,379,3574,4979,571,825,367200,37127,1219,5006,2024,4483,618,2018
36005017902,21,1174,360,2542,3684,605,611,NA,23276,1182,3701,1637,3684,485,2018
36005018101,0,1479,131,1890,3098,553,517,448400,23750,1158,3107,1182,2882,157,2018
36005018102,206,2459,502,3226,5549,732,839,367400,33273,1189,5791,2112,5482,836,2018
36005018301,90,1482,622,2495,4022,488,429,268900,31638,1184,4022,924,3354,394,2018
36005018302,22,1276,373,2459,3814,592,541,162900,37139,1249,3814,1025,3708,402,2018
36005018400,52,97,711,1909,4018,644,339,444700,66389,1403,4018,588,1967,2734,2018
36005018500,0,4420,619,4605,8078,1317,1326,457900,27324,1028,8625,3370,7652,756,2018
36005018900,46,2535,637,5308,7949,1158,1365,NA,29118,1165,8259,3308,7507,1485,2018
36005019300,86,2740,505,3812,5942,866,596,NA,22750,947,5942,2726,5942,640,2018
36005019400,69,239,419,1522,2327,350,203,392800,52250,1553,2334,503,1485,869,2018
36005019500,15,2931,807,4695,7231,1385,1113,198500,27281,1201,7418,2434,6928,1025,2018
36005019700,470,1779,291,5162,7165,995,1426,NA,31225,1219,7165,2336,7063,973,2018
36005019900,0,2934,825,5749,8462,1311,1279,NA,34247,1152,8462,2642,8165,1517,2018
36005020000,1147,511,653,2676,4517,540,644,385300,41313,1243,4548,1106,3977,555,2018
36005020100,18,1587,292,2779,4060,676,607,NA,32188,1144,4254,1682,4031,563,2018
36005020200,312,342,291,1457,2235,400,219,487500,38750,1230,2252,585,1837,551,2018
36005020400,556,340,381,2011,3059,493,533,482700,50275,1342,3091,555,2218,732,2018
36005020501,23,2074,493,5162,7034,1318,851,327100,19615,827,7041,2958,6936,480,2018
36005020502,6,780,255,1497,2153,294,202,464300,16507,908,2163,909,1793,121,2018
36005020601,650,236,281,1255,2327,399,305,460000,52163,1207,2336,582,1540,527,2018
36005020900,0,1879,445,2687,4499,756,654,NA,30625,1104,4499,1195,4470,482,2018
36005021001,679,4707,1516,3615,8815,1632,733,153000,54347,1322,8825,1213,6723,1015,2018
36005021002,1292,4123,1211,2527,7710,1095,593,137900,56085,1298,7710,1387,6083,956,2018
36005021100,32,2240,281,3172,5060,654,784,480600,28041,1010,5138,1864,4742,255,2018
36005021200,1014,2186,930,1722,4960,650,440,117600,56080,1254,4960,695,3839,722,2018
36005021301,0,321,148,1066,1361,188,185,277800,24970,1013,1361,533,1120,191,2018
36005021302,41,3185,569,3377,6027,799,852,NA,30220,1132,6040,2034,5945,460,2018
36005021501,0,1438,372,3616,4569,473,632,NA,27630,1151,4716,1492,4484,428,2018
36005021502,0,1754,405,4749,6050,1023,978,378200,22926,1068,6349,2393,5914,332,2018
36005021601,137,1389,253,2733,4345,876,412,462100,29990,1296,4356,1387,3631,908,2018
36005021602,1096,2071,1161,2207,5635,561,663,132100,49750,1314,5635,1428,4481,1221,2018
36005021700,43,2698,337,2507,4711,720,943,NA,25304,1111,5147,2131,4662,394,2018
36005021800,166,2553,437,4740,6969,1027,1187,376500,39596,1296,7017,1858,5397,1227,2018
36005021900,10,121,74,966,1045,128,208,NA,21686,1326,1045,439,1045,105,2018
36005022000,175,545,105,1538,1971,475,347,NA,32222,1197,2243,729,1926,240,2018
36005022101,240,635,334,3081,3896,426,747,NA,28192,1161,3896,1766,3896,285,2018
36005022102,48,1011,323,4513,5528,692,1055,557700,23973,1148,5528,2324,5383,703,2018
36005022200,882,412,280,1535,3206,844,446,360400,41228,1343,3242,679,2633,623,2018
36005022300,9,829,314,4077,5078,709,983,NA,26537,1122,5078,1994,5078,648,2018
36005022401,143,508,457,1734,2632,411,264,137700,51397,1454,2637,584,2411,403,2018
36005022403,27,769,477,2047,3374,559,262,193000,39632,1449,3374,863,2832,858,2018
36005022404,204,1065,1030,2187,4209,618,565,127100,51918,1303,4209,465,3317,1285,2018
36005022500,161,2513,434,6315,7422,1297,1264,435700,35137,1188,8271,2117,7093,906,2018
36005022701,102,2107,507,3096,4974,802,744,116800,31214,1198,5194,1756,4855,604,2018
36005022702,92,394,251,1120,1617,267,290,NA,30337,1118,1617,624,1597,250,2018
36005022703,113,473,296,1246,1736,146,297,NA,46635,1327,1736,457,1688,283,2018
36005022800,760,1253,1034,2942,6096,874,620,490000,53735,1425,6096,1082,5295,1812,2018
36005022901,65,2833,471,3486,5866,812,1076,610600,28889,1254,5866,2314,5591,683,2018
36005022902,20,1033,273,2622,3554,723,460,350000,35563,1174,3578,1140,3137,563,2018
36005023000,191,358,347,1601,2832,421,250,504300,41600,1310,2832,782,2088,734,2018
36005023100,0,686,78,876,1401,326,339,579500,28365,1177,1602,577,1275,453,2018
36005023200,106,333,357,1571,2693,272,264,451300,54539,1383,2711,714,1592,965,2018
36005023301,60,1258,318,2552,3756,771,557,NA,27582,1101,3804,1196,3669,348,2018
36005023302,80,952,228,2984,3491,479,626,NA,34477,1240,3627,1302,3487,894,2018
36005023501,17,270,71,2988,3182,563,550,NA,22315,1277,3182,1569,3182,518,2018
36005023502,64,1136,216,3510,4128,728,741,NA,23191,1197,4180,1328,3973,967,2018
36005023600,110,245,106,1003,1867,209,266,480200,30625,1299,1904,581,1503,734,2018
36005023702,3,252,70,900,1074,163,234,NA,37083,1123,1143,326,1062,110,2018
36005023703,19,1482,200,4381,5203,854,1104,NA,32930,1178,5527,2384,5162,556,2018
36005023704,8,950,154,3058,3933,566,835,NA,21095,1193,3944,2232,3917,77,2018
36005023800,221,501,282,1188,2288,359,234,587900,50353,1432,2288,422,1501,527,2018
36005023900,77,2264,393,5606,7593,850,1614,NA,23734,1153,7684,3529,7409,672,2018
36005024000,72,1113,437,2770,4234,785,555,431700,34918,1304,4234,1282,2717,764,2018
36005024100,28,2262,531,4584,6439,1099,1064,643500,37672,1132,6635,1846,6115,676,2018
36005024300,58,1768,214,3922,5625,875,740,406700,23873,1110,5630,2024,5419,453,2018
36005024400,50,142,395,1269,2277,339,152,444000,54705,1370,2277,191,1013,973,2018
36005024501,54,1164,204,3955,4900,688,735,202100,20192,1115,5009,2657,4737,288,2018
36005024502,0,1191,262,2836,3684,599,650,NA,26406,1174,3752,1563,3522,488,2018
36005024600,292,141,356,812,2082,271,201,549100,62529,1430,2082,297,1081,1001,2018
36005024700,6,1032,183,1100,2037,275,236,417400,44973,1334,2037,547,1949,93,2018
36005024800,330,421,640,838,2732,365,155,474200,58553,1414,3053,342,1832,1805,2018
36005024900,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2018
36005025000,363,43,559,846,2577,259,152,458400,77000,1215,2582,346,1030,1546,2018
36005025100,632,1292,543,4748,6618,990,1039,480200,28209,1193,6636,3013,5799,593,2018
36005025200,371,178,507,1031,2711,398,275,480400,74712,1515,2711,335,1331,1329,2018
36005025300,206,1171,378,4898,6134,856,947,208300,33048,1216,6314,1822,5786,631,2018
36005025400,221,155,409,524,2078,286,169,477500,50735,1459,2097,262,973,1501,2018
36005025500,0,986,369,5871,6834,1061,1231,457100,27145,1125,6905,1890,6554,1041,2018
36005025600,188,368,242,833,1615,159,201,464000,43316,1365,1688,438,1040,727,2018
36005025700,6,360,258,1627,1969,392,297,569400,42679,1367,1969,362,1647,209,2018
36005026100,53,1089,579,806,1892,140,83,161000,70733,1358,1950,70,349,245,2018
36005026300,0,1270,223,4265,5546,1011,1065,NA,23750,1123,6015,1710,5143,1282,2018
36005026400,472,437,794,2810,5398,823,364,386000,56531,1408,5398,334,2468,2501,2018
36005026500,373,946,433,5949,7548,1334,1410,NA,38382,1212,7615,2322,7433,992,2018
36005026601,220,212,484,1834,3352,604,192,476200,53000,1407,3352,456,2447,1822,2018
36005026602,110,491,1018,2649,5199,677,436,338200,57386,1274,5207,964,3725,2997,2018
36005026701,609,801,504,3050,4237,734,591,718800,48795,1315,4237,962,4064,285,2018
36005026702,24,1417,588,5846,7208,1075,1214,425000,36174,1286,7221,2528,6886,1105,2018
36005026900,149,660,531,2572,3332,585,358,200900,37625,1092,3364,746,2967,432,2018
36005027300,135,2238,1092,5736,7669,860,1078,528300,36902,1302,7895,2192,6721,1247,2018
36005027401,52,82,827,1366,4829,764,151,545800,88169,1493,4829,104,968,4040,2018
36005027402,54,44,684,840,3215,557,120,502700,87273,1524,3450,453,1180,2805,2018
36005027600,0,0,0,4,4,0,0,NA,NA,NA,4,0,4,4,2018
36005027700,149,701,450,3619,4869,625,529,352200,28529,1294,4883,1602,4305,1058,2018
36005027900,386,944,1462,4686,6601,622,782,141900,59375,1361,7035,832,4525,2348,2018
36005028100,119,936,835,1928,3988,446,322,40000,66525,1138,4236,246,1369,2033,2018
36005028300,1,894,221,1575,2613,532,292,NA,23889,796,2618,1193,2473,748,2018
36005028400,0,179,34,174,95,158,141,NA,NA,NA,598,58,91,245,2018
36005028500,461,214,1295,1200,3527,170,153,230300,57572,1499,3527,738,2917,2303,2018
36005028600,226,21,277,288,1116,145,21,473500,81607,1479,1116,117,478,699,2018
36005028700,229,421,677,1699,2993,438,190,516600,55250,1390,3000,269,2265,1162,2018
36005028800,387,256,761,591,3278,604,230,544300,85893,1700,3288,568,1265,2233,2018
36005028900,155,387,785,3404,4575,544,594,263500,48701,1275,4773,784,4094,2266,2018
36005029301,28,115,618,298,1650,80,26,416300,108611,1569,1842,39,216,1437,2018
36005029302,100,448,1926,1622,5629,240,160,265600,96205,2089,5767,413,2198,3802,2018
36005029500,348,579,1667,1003,4629,300,119,341800,94421,1680,4649,315,2623,2897,2018
36005029600,495,266,557,564,1528,178,73,467900,56250,1384,1592,173,1212,555,2018
36005029700,216,220,1286,850,3530,114,61,352400,92981,1619,3727,145,1404,2855,2018
36005030000,354,603,1092,3527,5990,1017,298,459800,55903,1422,6003,462,4371,2684,2018
36005030100,56,112,359,471,1018,40,37,289300,89318,400,1392,89,314,869,2018
36005030200,135,6159,1800,1984,9195,966,434,30700,53987,1194,9213,903,4382,1058,2018
36005030701,138,601,1892,772,5617,194,68,385700,97363,1915,5617,389,3612,4394,2018
36005030900,145,304,1004,670,2879,96,160,458700,101438,1726,3703,161,1101,3077,2018
36005031000,505,1114,720,1539,3909,498,301,498900,89425,1468,4776,385,694,2136,2018
36005031200,221,510,404,290,1593,176,46,458900,90571,1565,1598,37,381,747,2018
36005031400,256,311,463,724,2024,283,98,482100,90909,1767,2209,30,577,1062,2018
36005031600,233,181,370,902,1901,206,240,531600,77386,1610,1910,231,678,910,2018
36005031800,179,503,373,725,1810,267,144,540500,79048,1621,1987,189,853,977,2018
36005031900,42,111,6,154,0,1,0,NA,NA,NA,636,50,0,400,2018
36005032300,390,608,1353,601,4344,416,30,241800,86416,1357,4400,258,1797,2997,2018
36005032400,118,893,290,2285,3691,459,902,573300,18535,629,3696,1857,2797,745,2018
36005032600,765,478,498,1126,3656,615,369,486200,87719,1698,3859,315,1610,1716,2018
36005032800,345,750,401,2291,3977,501,449,451100,32969,881,3982,1127,3161,1019,2018
36005033000,0,897,411,2755,5874,1600,687,450000,38023,1206,5885,1223,5525,2941,2018
36005033201,102,785,816,3740,5282,714,513,186200,45347,1343,5305,1366,4377,2214,2018
36005033202,36,1294,482,2326,3763,569,327,169700,49338,1303,4218,682,2688,1443,2018
36005033400,0,58,12,11,67,4,2,295800,NA,NA,72,4,0,12,2018
36005033500,113,143,603,275,1480,95,38,283300,100833,1544,2011,167,544,1577,2018
36005033600,157,2970,680,3567,6697,1031,794,253000,37188,1073,6697,2013,5130,1604,2018
36005033700,201,212,857,506,2352,156,46,626100,92813,1683,2381,96,892,1620,2018
36005033800,340,1628,404,1986,4165,781,720,450000,40077,1389,4176,1072,3419,696,2018
36005034000,125,2331,554,2697,5464,684,554,441300,41641,1308,5464,1163,4514,1000,2018
36005034200,105,920,302,785,1982,279,195,435900,61964,1591,1982,330,623,398,2018
36005034300,3,352,379,741,1460,120,51,636900,78589,1559,1680,129,938,837,2018
36005034400,313,756,443,932,2122,244,228,469800,59896,1634,2127,355,890,280,2018
36005034500,205,341,1020,1158,3204,361,26,358200,75000,1494,3357,527,1722,1935,2018
36005034800,157,3035,756,2974,6276,831,422,417400,40000,861,6318,1228,3709,1209,2018
36005035000,78,1366,358,619,2078,375,106,381300,85781,1419,2078,119,929,166,2018
36005035100,263,303,990,1084,2690,221,112,275000,86563,1530,3766,373,1180,2783,2018
36005035600,166,1328,294,502,2124,312,115,448900,68904,1470,2143,249,499,153,2018
36005035800,180,5958,1649,1726,7993,814,771,424800,80979,1431,8054,703,2613,779,2018
36005035900,47,505,54,1542,1975,369,237,433300,25490,998,1975,751,1839,250,2018
36005036000,405,1520,475,996,2942,471,166,460600,70588,1352,3149,215,793,588,2018
36005036100,2,1981,190,4004,5526,727,1071,237500,24231,677,5547,1852,5467,869,2018
